Nombre,Domicilio,Localidad,Departamento,Provincia,Otro Domicilio,Piso,CP,Teléfono,Mail,Web,Información adicional,Latitud,Longitud,Actividad Específica,Denominación Específica,Fuente,Sector,Categoría,Seleccione el tipo de gestión,Cantidad de pantallas,Cantidad de butacas,Referente
"Cine Recite","Habegger 755","Reconquista","General Obligado (Santa Fe)","Santa Fe","","","3560","s/d","s/d","http://www.cinerecite.com.ar","","-29.14859600000000000000","-59.64283900000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","156",""
"Arteon","Sarmiento 778","Rosario","Rosario (Santa Fe)","Santa Fe","","Planta Alta","2000","s/d","s/d","http://www.arteon.com.ar/","Espacio INCAA","-32.94618200000000000000","-60.63816600000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","186",""
"Centro Cultural Cine Lumiere","Velez Sarfield 1029","Rosario","Rosario (Santa Fe)","Santa Fe","","","2000","s/d","s/d","http://www.lumiererosario.gob.ar","","-32.92499200000000000000","-60.67715600000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","420",""
"Cinepolis Rosario","Eva Peron 5856","Rosario","Rosario (Santa Fe)","Santa Fe","","","2000","s/d","s/d","https://www.villagecines.com/","","-32.93305300000000000000","-60.71294900000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","13","3458",""
"Cines Del Centro","Rioja 1660","Rosario","Rosario (Santa Fe)","Santa Fe","","Planta Alta","2000","s/d","s/d","","","-32.94617700000000000000","-60.64632400000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","4","659",""
"El Cairo","Santa Fe 1120","Rosario","Rosario (Santa Fe)","Santa Fe","","","2000","s/d","s/d","http://elcairocinepublico.gob.ar/","","-32.95144000000000000000","-60.63943700000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público provincial","1","442",""
"Hoyts Rosario","Nansen 323","Rosario","Rosario (Santa Fe)","Santa Fe","","","2000","s/d","s/d","https://www.cinemarkhoyts.com.ar/","","-32.90946100000000000000","-60.68308400000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","9","1911",""
"Microcine De La Cortada","Ctda Ricardone 1244","Rosario","Rosario (Santa Fe)","Santa Fe","","","2000","s/d","s/d","","","-32.94773000000000000000","-60.64028600000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","96",""
"Monumental Rosario","San Martin 993","Rosario","Rosario (Santa Fe)","Santa Fe","","","2000","s/d","s/d","https://www.multiplex.com.ar/","","-32.94899000000000000000","-60.63733800000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","9","1471",""
"Showcase Rosario","Junin 501","Rosario","Rosario (Santa Fe)","Santa Fe","","","2000","s/d","s/d","https://www.todoshowcase.com/","","-32.92650300000000000000","-60.67080600000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","14","3391",""
"Sala Hispano","Av. Cobo 185","Rufino","General Lopez (Santa Fe)","Santa Fe","","Planta Alta","6100","s/d","s/d","","Espacio INCAA","-34.26309490000000000000","-62.71155170000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","330",""
"Las Tipas San Jorge","Eva Peron 1388","San Jorge","San Martin (Santa Fe)","Santa Fe","","","2451","s/d","s/d","http://www.lastipassanjorge.com.ar/","","-31.89526200000000000000","-61.85950000000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","260",""
"Brown Cinema 3D","Cangallo 304","San Vicente","Castellanos (Santa Fe)","Santa Fe","","","2447","s/d","s/d","http://browncinema3d.com.ar/","","-31.69895200000000000000","-61.56719600000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","224",""
"Cine America","25 De Mayo 3075","Santa Fe","La Capital (Santa Fe)","Santa Fe","","","3000","s/d","s/d","","","-31.64052500000000000000","-60.70422000000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","380",""
"Cinemark Santa Fe","Dique 1 Puerto Santa Fe","Santa Fe","La Capital (Santa Fe)","Santa Fe","","","3000","s/d","s/d","https://www.cinemarkhoyts.com.ar","","-31.64885200000000000000","-60.70404000000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","7","1527",""
"Cinema Casey","Av. Casey 790","Venado Tuerto","General Lopez (Santa Fe)","Santa Fe","","Piso 1","2600","s/d","s/d","http://cinemacasey.com.ar","","-33.74637100000000000000","-61.96812500000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","249",""
"Cine Teatro Municipal Renzi","Av. Besares 151","La Banda","Banda (Santiago del Estero)","Santiago del Estero","","","4300","s/d","s/d","https://www.facebook.com/CineRenzi/","Espacio INCAA","-27.73175140000000000000","-64.24261230000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","152",""
"Cinemacenter La Banda","Aut. Juan D. Peron S/N Parque Industrial","La Banda","Banda (Santiago del Estero)","Santiago del Estero","","","4200","s/d","s/d","http://www.cinemacenter.com.ar/","","-27.76248700000000000000","-64.24480400000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","3","822",""
"Sunstar Santiago del Estero","Av. Rivadavia Y Ejercito Argentino","Santiago del Estero","Capital (Santiago del Estero)","Santiago del Estero","","","4200","s/d","s/d","http://www.cinesunstar.com/","","-27.78442000000000000000","-64.26728100000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","5","1585",""
"Nuevo Cine Rex","Bolivar 15","Termas de Rio Hondo","Rio Hondo (Santiago del Estero)","Santiago del Estero","","","4220","s/d","s/d","http://www.santacruz.gob.ar","","-27.49683800000000000000","-64.85833000000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","233",""
"El Cine","9 De Julio 838","Rio Grande","Rio Grande (Tierra del Fuego)","Tierra del Fuego","","","9420","s/d","s/d","http://www.cinemas4riogrande.com.ar","","-53.79008100000000000000","-67.69795900000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","584",""
"Cine Teatro Pakewaia","Yaganes Y Gob Paz (Base Naval)","Ushuaia","Ushuaia (Tierra del Fuego)","Tierra del Fuego","","","9410","s/d","s/d","www.cinepackewaia.com.ar/","","-54.80191200000000000000","-68.30295100000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","300",""
"Sunstar Ushuaia","Av. Perito Moreno 1460","Ushuaia","Ushuaia (Tierra del Fuego)","Tierra del Fuego","","","9410","s/d","s/d","http://www.cinesunstar.com/","","-54.79994270000000000000","-68.28011510000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","3","561",""
"Atlas Vía 24","24 de Septiembre 757","San Miguel de Tucuman","Capital (Tucumán)","Tucumán","","","4000","s/d","s/d","https://www.cineatlasweb.com.ar/","","-26.83016890000000000000","-65.20874180000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","264",""
"Cine Popular San Miguel de Tucumán","Lavalle 688","San Miguel de Tucuman","Capital (Tucumán)","Tucumán","","","4000","s/d","s/d","","","-26.83879310000000000000","-65.20949950000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","50",""
"Sala Hynes O´Connor","San Martín 251","San Miguel de Tucuman","Capital (Tucumán)","Tucumán","","","4000","s/d","s/d","","Espacio INCAA","-26.83023710000000000000","-65.20058460000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público provincial","1","80",""
"Cine Popular de Yerba Buena","Av. Aconquija 2060","Yerba Buena - Marcos Paz","Yerba Buena (Tucumán)","Tucumán","","","4107","s/d","s/d","","","-26.81230170000000000000","-65.30031260000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","1","50",""
"Atlas Shopping Terminal","Av. Brigido Teran 250","San Miguel de Tucuman","Capital (Tucumán)","Tucumán","","","4000","s/d","s/d","cineatlasweb.com.ar","","-26.83470100000000000000","-65.19405900000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","2","219",""
"Atlas Tucuman","Monteagudo 250","San Miguel de Tucuman","Capital (Tucumán)","Tucumán","","","4000","s/d","s/d","cineatlasweb.com.ar","","-26.82851600000000000000","-65.19931200000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","3","797",""
"Cinemacenter Tucuman","Av. Nestor Kirchner(Ex Av. Roca) 3450","San Miguel de Tucuman","Capital (Tucumán)","Tucumán","","Piso 1","4000","s/d","s/d","http://www.cinemacenter.com.ar/","","-26.83447000000000000000","-65.25229800000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","5","1051",""
"Espacio Incaa Sala Orestes Caviglia","San Martin 251","San Miguel de Tucuman","Capital (Tucumán)","Tucumán","","","4000","s/d","s/d","https://enteculturaltucuman.gob.ar/","Espacio INCAA","-26.83037030000000000000","-65.20070300000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público provincial","1","183",""
"Microcine Orion","Av. Mitre 817","San Miguel de Tucuman","Capital (Tucumán)","Tucumán","","","4000","s/d","s/d","","","-26.81721200000000000000","-65.21548100000000000000","","","INCAA / SInCA","Cine","Salas de cine","Público municipal","1","36",""
"Solar del Cerro","Av. Aconquija 1336","Yerba Buena - Marcos Paz","Yerba Buena (Tucumán)","Tucumán","","","4107","s/d","s/d","http://solardelcerro.com","","-26.81417900000000000000","-65.28893700000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","5","750",""
"Sunstar Tucuman","Av. Fermin Carriola 42","Yerba Buena - Marcos Paz","Yerba Buena (Tucumán)","Tucumán","","","4107","s/d","s/d","http://www.cinesunstar.com/","","-26.82097600000000000000","-65.26589400000000000000","","","INCAA / SInCA","Cine","Salas de cine","Privado comercial","6","1295",""
